1,73, High school graduate, Widowed, Female, Nonfiler,20401.08,2596.41 Not in universe, United-States, Native- Born in the United States,0
637,74, 7th and 8th grade, Married-civilian spouse present, Female, Joint both 65+,12193.68,1219.37 Not in universe, United-States, Native- Born in the United States,0
638,23, 7th and 8th grade, Never married, Male, Single,25126.32,3305.20 Not in universe, Germany, Native- Born abroad of American Parent(s),52
639,42, Bachelors degree(BA AB BS), Never married, Female, Single,34189.80,4664.72 Not in universe, United-States, Native- Born in the United States,52
640,39, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both under 65,24926.64,2811.50 Not in universe, United-States, Native- Born in the United States,52
641,69, High school graduate, Married-civilian spouse present, Female, Joint both 65+,13755.12,1375.51 Not in universe, United-States, Native- Born in the United States,0
642,24, High school graduate, Never married, Male, Single,27920.40,3724.31 Not in universe, United-States, Native- Born in the United States,52
643,40, Masters degree(MA MS MEng MEd MSW MBA), Married-civilian spouse present, Male, Joint both under 65,28422.24,3335.84 Not in universe, ?, Foreign born- Not a citizen of U S ,52
644,18, 12th grade no diploma, Never married, Female, Single,18869.64,2366.70 Not in universe, United-States, Native- Born in the United States,52
645,33, High school graduate, Married-civilian spouse present, Female, Joint both under 65,11745.96,1174.60 Not in universe, United-States, Native- Born in the United States,0
646,52, High school graduate, Married-civilian spouse present, Male, Joint both under 65,19108.56,1938.78 Not in universe, United-States, Native- Born in the United States,52
647,50, Associates degree-academic program, Married-civilian spouse present, Male, Joint both under 65,7617.60,761.76 Not in universe, Columbia, Foreign born- U S citizen by naturalization,52
648,45, High school graduate, Married-civilian spouse present, Female, Joint both under 65,15777.00,1577.70 Not in universe, United-States, Native- Born in the United States,52
649,41, Some college but no degree, Married-civilian spouse present, Male, Joint both under 65,21714.00,2329.60 Not in universe, United-States, Native- Born in the United States,52
650,26, High school graduate, Married-civilian spouse present, Female, Joint both under 65,22729.32,2481.90 Not in universe, United-States, Native- Born in the United States,52
651,15, 7th and 8th grade, Never married, Male, Nonfiler,22112.28,2853.09 Both parents present, United-States, Native- Born in the United States,10
652,34, Bachelors degree(BA AB BS), Never married, Male, Single,2738.16,273.82 Not in universe, United-States, Native- Born in the United States,39
653,50, High school graduate, Married-civilian spouse present, Male, Joint both under 65,13383.24,1338.32 Not in universe, United-States, Native- Born in the United States,52
654,51, 7th and 8th grade, Divorced, Male, Single,4546.08,454.61 Not in universe, United-States, Native- Born in the United States,10
655,34, Masters degree(MA MS MEng MEd MSW MBA), Never married, Male, Single,28877.04,3867.81 Not in universe, United-States, Native- Born in the United States,52
656,38, Some college but no degree, Married-civilian spouse present, Female, Joint both under 65,18287.64,1828.76 Not in universe, United-States, Native- Born in the United States,52
657,59, 10th grade, Married-civilian spouse present, Female, Joint both under 65,22806.84,2493.53 Not in universe, United-States, Native- Born in the United States,0
658,45, Associates degree-academic program, Divorced, Female, Head of household,14115.00,1454.75 Not in universe, United-States, Native- Born in the United States,52
659,37, High school graduate, Divorced, Female, Head of household,15128.40,1606.76 Not in universe, United-States, Native- Born in the United States,52
660,28, High school graduate, Married-civilian spouse present, Male, Joint both under 65,18699.48,1877.42 Not in universe, Poland, Foreign born- Not a citizen of U S ,52
661,57, Associates degree-academic program, Married-civilian spouse present, Female, Joint one under 65 & one 65+,26533.20,3052.48 Not in universe, United-States, Native- Born in the United States,16
662,20, 11th grade, Married-civilian spouse present, Female, Joint both under 65,14424.60,1442.46 Not in universe, Nicaragua, Foreign born- Not a citizen of U S ,0
663,38, Some college but no degree, Married-civilian spouse present, Female, Nonfiler,27568.32,3671.50 Not in universe, United-States, Native- Born in the United States,0
664,39, Masters degree(MA MS MEng MEd MSW MBA), Married-civilian spouse present, Male, Joint both under 65,7816.44,781.64 Not in universe, Taiwan, Foreign born- U S citizen by naturalization,52
665,18, Some college but no degree, Divorced, Male, Nonfiler,23006.04,2987.16 Not in universe, United-States, Native- Born in the United States,0
666,49, Bachelors degree(BA AB BS), Never married, Male, Single,22209.48,2867.67 Not in universe, United-States, Native- Born in the United States,52
667,33, 7th and 8th grade, Married-civilian spouse present, Female, Joint both under 65,7374.12,737.41 Not in universe, China, Foreign born- U S citizen by naturalization,52
668,33, 12th grade no diploma, Never married, Male, Single,21169.32,2711.65 Not in universe, United-States, Native- Born in the United States,1
669,48, High school graduate, Married-civilian spouse present, Female, Joint both under 65,6714.84,671.48 Not in universe, United-States, Native- Born in the United States,52
670,23, Some college but no degree, Never married, Male, Single,29817.72,4008.91 Not in universe, United-States, Native- Born in the United States,52
671,41, Associates degree-academic program, Married-civilian spouse present, Female, Joint both under 65,19212.12,1954.32 Not in universe, United-States, Native- Born in the United States,0
672,57, Some college but no degree, Never married, Male, Head of household,18648.00,2134.70 Not in universe, United-States, Native- Born in the United States,26
673,54, High school graduate, Married-civilian spouse present, Female, Joint both under 65,21531.48,2302.22 Not in universe, United-States, Native- Born in the United States,52
674,67, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both 65+,31714.32,3829.65 Not in universe, United-States, Native- Born in the United States,52
675,56, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both under 65,10357.44,1035.74 Not in universe, Dominican-Republic, Foreign born- Not a citizen of U S ,42
676,18, 11th grade, Never married, Male, Single,16094.76,1950.46 Not in universe, United-States, Native- Born in the United States,40
677,16, 10th grade, Never married, Female, Nonfiler,22978.08,2982.96 Both parents present, United-States, Native- Born in the United States,0
678,41, Some college but no degree, Divorced, Male, Single,22442.76,2902.66 Not in universe, United-States, Native- Born in the United States,36
679,17, 11th grade, Never married, Male, Single,29309.04,3932.61 Both parents present, United-States, Native- Born in the United States,52
680,18, High school graduate, Never married, Female, Nonfiler,7864.68,786.47 Not in universe, Dominican-Republic, Foreign born- Not a citizen of U S ,0
681,22, Bachelors degree(BA AB BS), Never married, Female, Single,12785.04,1454.01 Not in universe, United-States, Native- Born in the United States,30
682,84, High school graduate, Widowed, Male, Nonfiler,53431.92,9129.23 Not in universe, United-States, Native- Born in the United States,0
683,36, Associates degree-occup /vocational, Married-civilian spouse present, Female, Joint both under 65,21210.72,2254.11 Not in universe, United-States, Native- Born in the United States,45
684,19, High school graduate, Never married, Female, Single,40815.36,5975.09 Not in universe, United-States, Native- Born in the United States,40
685,23, Bachelors degree(BA AB BS), Never married, Male, Single,19573.20,2472.23 Not in universe, United-States, Native- Born in the United States,52
686,33, Bachelors degree(BA AB BS), Separated, Male, Single,37032.60,5091.14 Not in universe, United-States, Native- Born in the United States,52
687,31, Some college but no degree, Married-civilian spouse present, Female, Joint both under 65,21534.96,2302.74 Not in universe, United-States, Native- Born in the United States,29
688,43, Bachelors degree(BA AB BS), Divorced, Female, Head of household,13245.48,1324.55 Not in universe, United-States, Native- Born in the United States,52
689,31, Some college but no degree, Married-civilian spouse present, Male, Joint both under 65,3326.52,332.65 Not in universe, United-States, Native- Born in the United States,30
690,51, Masters degree(MA MS MEng MEd MSW MBA), Never married, Female, Single,10877.40,1167.86 Not in universe, United-States, Native- Born in the United States,52
691,15, 7th and 8th grade, Never married, Male, Nonfiler,7370.64,737.06 Both parents present, United-States, Native- Born in the United States,0
692,51, High school graduate, Married-civilian spouse present, Male, Joint both under 65,13047.84,1304.78 Not in universe, United-States, Native- Born in the United States,52
693,44, High school graduate, Married-civilian spouse present, Female, Joint both under 65,13837.32,1383.73 Not in universe, United-States, Native- Born in the United States,26
